priority,tier,name,category,village,phone,website,budget,authority,need,timeline,sources
"90","HOT","Tenjudo Spa","spa","Tumon","(671) 649-9336","","Med","Owner","High","TBD","hafaguam.com (Guam business directory /guam-businesses). Note: guamfoody.com was inaccessible (HTTP 403 Forbidden on www and apex), so no records were mined from it."
"90","HOT","Top End Pest Control Guam","pest control","Tamuning","(671) 487-5657","","Med","Owner","High","TBD","hafaguam.com (Guam business directory /guam-businesses). Note: guamfoody.com was inaccessible (HTTP 403 Forbidden on www and apex), so no records were mined from it."
"90","HOT","13 Degrees Bar & Lounge","bar / lounge","","(671) 797-8850","","Med","Owner","High","TBD","hafaguam.com (Guam business directory /guam-businesses). Note: guamfoody.com was inaccessible (HTTP 403 Forbidden on www and apex), so no records were mined from it."
"90","HOT","2H Construction, Inc.","construction","","(671) 687-6858","","High","Owner","Med","TBD","hafaguam.com (Guam business directory /guam-businesses). Note: guamfoody.com was inaccessible (HTTP 403 Forbidden on www and apex), so no records were mined from it."
"90","HOT","5M Construction Corporation","construction","","(671) 648-3435","","High","Owner","Med","TBD","hafaguam.com (Guam business directory /guam-businesses). Note: guamfoody.com was inaccessible (HTTP 403 Forbidden on www and apex), so no records were mined from it."
"90","HOT","7 Day Supermarket","supermarket","","(671) 789-2051","","High","Owner","Med","TBD","hafaguam.com (Guam business directory /guam-businesses). Note: guamfoody.com was inaccessible (HTTP 403 Forbidden on www and apex), so no records were mined from it."
"90","HOT","A & L Foods","grocery / food","","(671) 489-0307","","Med","Owner","High","TBD","hafaguam.com (Guam business directory /guam-businesses). Note: guamfoody.com was inaccessible (HTTP 403 Forbidden on www and apex), so no records were mined from it."
"90","HOT","A.B. Mer Construction Corporation","construction","","(671) 637-8401","","High","Owner","Med","TBD","hafaguam.com (Guam business directory /guam-businesses). Note: guamfoody.com was inaccessible (HTTP 403 Forbidden on www and apex), so no records were mined from it."
"90","HOT","Pinoy Foodtrip","restaurant","Tamuning","(671) 565-2861","","Med","Owner","High","TBD","hafaguam.com (Guam business directory /guam-businesses). Note: guamfoody.com was inaccessible (HTTP 403 Forbidden on www and apex), so no records were mined from it."
"90","HOT","Caliente Restaurant","restaurant","Hagatna","(671) 477-4681","","Med","Owner","High","TBD","hafaguam.com (Guam business directory /guam-businesses). Note: guamfoody.com was inaccessible (HTTP 403 Forbidden on www and apex), so no records were mined from it."
"90","HOT","Xuan Restaurant","restaurant","Dededo","(671) 632-5235","","Med","Owner","High","TBD","hafaguam.com (Guam business directory /guam-businesses). Note: guamfoody.com was inaccessible (HTTP 403 Forbidden on www and apex), so no records were mined from it."
"90","HOT","JOINUS Keyaki Restaurant","restaurant","Tumon","(671) 646-4033","","Med","Owner","High","TBD","hafaguam.com (Guam business directory /guam-businesses). Note: guamfoody.com was inaccessible (HTTP 403 Forbidden on www and apex), so no records were mined from it."
"90","HOT","Proa Restaurant","restaurant","Tamuning","(671) 646-7762","","Med","Owner","High","TBD","hafaguam.com (Guam business directory /guam-businesses). Note: guamfoody.com was inaccessible (HTTP 403 Forbidden on www and apex), so no records were mined from it."
"90","HOT","Sakura Dining","restaurant","Tamuning","(671) 969-1623","","Med","Owner","High","TBD","hafaguam.com (Guam business directory /guam-businesses). Note: guamfoody.com was inaccessible (HTTP 403 Forbidden on www and apex), so no records were mined from it."
"90","HOT","Seoul Jung Korean Restaurant","restaurant","Tumon","(671) 647-7272","","Med","Owner","High","TBD","hafaguam.com (Guam business directory /guam-businesses). Note: guamfoody.com was inaccessible (HTTP 403 Forbidden on www and apex), so no records were mined from it."
"90","HOT","Golden Sea Restaurant","restaurant","Barrigada","(671) 734-0278","","Med","Owner","High","TBD","hafaguam.com (Guam business directory /guam-businesses). Note: guamfoody.com was inaccessible (HTTP 403 Forbidden on www and apex), so no records were mined from it."
"90","HOT","Hava Java Cafe","cafe","","(671) 477-0600","","Med","Owner","High","TBD","hafaguam.com (Guam business directory /guam-businesses). Note: guamfoody.com was inaccessible (HTTP 403 Forbidden on www and apex), so no records were mined from it.+osm"
"90","HOT","Cafe Mayflour","coffee shop","Tamuning","(671) 489-0446","","Med","Owner","High","TBD","Yelp (yelp.com)"
"90","HOT","A & S Pacific LLC","food & beverage","","(671) 683-5858","","Med","Owner","High","TBD","Guam Chamber of Commerce member directory (business.guamchamber.com.gu/directory), alphabetical member listings A-W"
"90","HOT","Guam Fast Foods, Inc.","restaurant","","(671) 477-5266","","Med","Owner","High","TBD","Guam Chamber of Commerce member directory (business.guamchamber.com.gu/directory), alphabetical member listings A-W"
"90","HOT","Outback Steakhouse","restaurant","","(671) 646-1543","","Med","Owner","High","TBD","Guam Chamber of Commerce member directory (business.guamchamber.com.gu/directory), alphabetical member listings A-W+osm"
"90","HOT","Slingstone","restaurant","","(671) 688-2048","","Med","Owner","High","TBD","Guam Chamber of Commerce member directory (business.guamchamber.com.gu/directory), alphabetical member listings A-W"
"90","HOT","St. Michael Food Services","catering","","(671) 788-5506","","Med","Owner","High","TBD","Guam Chamber of Commerce member directory (business.guamchamber.com.gu/directory), alphabetical member listings A-W"
"90","HOT","Local Jerk Guam, LLC","food & beverage","","(671) 864-0805","","Med","Owner","High","TBD","Guam Chamber of Commerce member directory (business.guamchamber.com.gu/directory), alphabetical member listings A-W"
"90","HOT","JWS Refrigeration and Air Conditioning, Ltd.","hvac/refrigeration","","(671) 646-7662","jwsguam.com","High","Owner","Med","TBD","Guam Chamber of Commerce member directory (business.guamchamber.com.gu/directory), alphabetical member listings A-W"
"90","HOT","Pestex Guam","pest control","","(671) 472-1313","","Med","Owner","High","TBD","Guam Chamber of Commerce member directory (business.guamchamber.com.gu/directory), alphabetical member listings A-W"
"90","HOT","THE PIT, LLC","landscaping","","(671) 727-6969","","Med","Owner","High","TBD","Guam Chamber of Commerce member directory (business.guamchamber.com.gu/directory), alphabetical member listings A-W"
"90","HOT","Tasi View Window Cleaning","cleaning services","","(671) 838-8274","","Med","Owner","High","TBD","Guam Chamber of Commerce member directory (business.guamchamber.com.gu/directory), alphabetical member listings A-W"
"90","HOT","Black Construction Corporation","construction contractor","","(671) 646-4861","blackconstructionguam.com","High","Owner","Med","TBD","Guam Chamber of Commerce member directory (business.guamchamber.com.gu/directory), alphabetical member listings A-W"
"90","HOT","Hawaiian Rock Products","construction/contractor","","(671) 734-2971","hawaiianrock.com","High","Owner","Med","TBD","Guam Chamber of Commerce member directory (business.guamchamber.com.gu/directory), alphabetical member listings A-W"
"90","HOT","Capstone Pacific Construction","construction management","","(671) 688-4719","","High","Owner","Med","TBD","Guam Chamber of Commerce member directory (business.guamchamber.com.gu/directory), alphabetical member listings A-W"
"90","HOT","Morrico Equipment LLC","equipment/contractor","","(671) 649-1946","morricoequipment.com","High","Owner","Med","TBD","Guam Chamber of Commerce member directory (business.guamchamber.com.gu/directory), alphabetical member listings A-W"
"90","HOT","Murphy Enterprises Inc.","contractor","","(671) 487-6542","murphyenterprisesinc.com","High","Owner","Med","TBD","Guam Chamber of Commerce member directory (business.guamchamber.com.gu/directory), alphabetical member listings A-W"
"90","HOT","Panda Construction Supplies LLC","construction supply","","(671) 689-1308","","High","Owner","Med","TBD","Guam Chamber of Commerce member directory (business.guamchamber.com.gu/directory), alphabetical member listings A-W"
"90","HOT","Smithbridge Guam Inc.","contractor","","(671) 653-5036","smithbridge.net","High","Owner","Med","TBD","Guam Chamber of Commerce member directory (business.guamchamber.com.gu/directory), alphabetical member listings A-W"
"90","HOT","Trane Guam","hvac/technical services","","(671) 649-0493","trane.com","High","Owner","Med","TBD","Guam Chamber of Commerce member directory (business.guamchamber.com.gu/directory), alphabetical member listings A-W"
"90","HOT","Cars Plus, LLC","automotive dealer","","(671) 477-7807","carsplusguam.com","High","Owner","Med","TBD","Guam Chamber of Commerce member directory (business.guamchamber.com.gu/directory), alphabetical member listings A-W"
"90","HOT","Nissan Motor Corporation in Guam","automotive dealer","","(671) 647-7260","nissanguam.com","High","Owner","Med","TBD","Guam Chamber of Commerce member directory (business.guamchamber.com.gu/directory), alphabetical member listings A-W"
"90","HOT","Atkins Kroll Inc.","automotive dealer/service","","(671) 649-6410","akguam.com","High","Owner","Med","TBD","Guam Chamber of Commerce member directory (business.guamchamber.com.gu/directory), alphabetical member listings A-W"
"90","HOT","Roadside Heroes","automotive/roadside","","(671) 864-4376","","Med","Owner","High","TBD","Guam Chamber of Commerce member directory (business.guamchamber.com.gu/directory), alphabetical member listings A-W"
"90","HOT","Anita Hair Fashion dba Studio 211","hair salon","","(671) 637-4536","","Med","Owner","High","TBD","Guam Chamber of Commerce member directory (business.guamchamber.com.gu/directory), alphabetical member listings A-W"
"90","HOT","LALAINE'S services","beauty salon/spa","","(671) 689-3764","","Med","Owner","High","TBD","Guam Chamber of Commerce member directory (business.guamchamber.com.gu/directory), alphabetical member listings A-W"
"90","HOT","SISTERS","beauty salon/spa","","(671) 688-7464","","Med","Owner","High","TBD","Guam Chamber of Commerce member directory (business.guamchamber.com.gu/directory), alphabetical member listings A-W"
"90","HOT","The Pound Academy","fitness","","(671) 687-4229","","Med","Owner","High","TBD","Guam Chamber of Commerce member directory (business.guamchamber.com.gu/directory), alphabetical member listings A-W"
"90","HOT","Access Medical Transport","medical transport","","(671) 646-6970","","High","Owner","Med","TBD","Guam Chamber of Commerce member directory (business.guamchamber.com.gu/directory), alphabetical member listings A-W"
"90","HOT","American Medical Center, LLC","medical clinic","","(671) 647-8262","amc.clinic","High","Owner","Med","TBD","Guam Chamber of Commerce member directory (business.guamchamber.com.gu/directory), alphabetical member listings A-W"
"90","HOT","Guam Hearing Doctors, LLC","audiology/health care","","(671) 989-8378","guamhearingdoctors.com","High","Owner","Med","TBD","Guam Chamber of Commerce member directory (business.guamchamber.com.gu/directory), alphabetical member listings A-W"
"90","HOT","SIMPLY RX PHARMACY","pharmacy","","(671) 971-1655","","High","Owner","Med","TBD","Guam Chamber of Commerce member directory (business.guamchamber.com.gu/directory), alphabetical member listings A-W"
"90","HOT","Accidental Florist","florist","","(671) 480-3386","accidentalflorist.net","High","Owner","Med","TBD","Guam Chamber of Commerce member directory (business.guamchamber.com.gu/directory), alphabetical member listings A-W"
"90","HOT","Cunliffe & Cook","law firm","","(671) 472-1824","","High","Owner","Med","TBD","Guam Chamber of Commerce member directory (business.guamchamber.com.gu/directory), alphabetical member listings A-W"
"90","HOT","Torres Law Group","law firm","","(671) 477-9891","","High","Owner","Med","TBD","Guam Chamber of Commerce member directory (business.guamchamber.com.gu/directory), alphabetical member listings A-W+osm"
"90","HOT","RE/MAX Pacific Alliance Realty","real estate","","(671) 888-3221","","High","Owner","Med","TBD","Guam Chamber of Commerce member directory (business.guamchamber.com.gu/directory), alphabetical member listings A-W"
"90","HOT","Drone Optics","photography/drone services","Tamuning","(671) 929-2664","","High","Owner","Med","TBD","Guam Chamber of Commerce member directory (business.guamchamber.com.gu/directory), alphabetical member listings A-W"
"90","HOT","International Health Providers","clinic","Dededo","(671) 633-4447","https://www.ihpmedicalgroup.com/","High","Owner","Med","TBD","osm"
"90","HOT","Marianas Chiropractic Clinic","alternative","Dededo","(671) 637-7926","http://www.chiropractorguam.com/","High","Owner","Med","TBD","osm"
"90","HOT","FHP Health Center","clinic","Tamuning","(671) 646-5825","https://www.takecareasia.com/contact.php?sp=1","High","Owner","Med","TBD","osm"
"90","HOT","Guam Seventh-day Adventist Clinic","clinic","Tamuning","(671) 646-8881","https://www.adventistclinic.com/","High","Owner","Med","TBD","osm"
"90","HOT","Sagua Mañagu Birth Center","clinic","Tamuning","(671) 647-1417","https://saguamanagu-mpg.com/","High","Owner","Med","TBD","osm"
"90","HOT","Torpedoes & Tomahawks (T&T)","restaurant","","(671) 564-1833","","Med","Owner","High","TBD","osm"
"90","HOT","Ajisen Ramen","fast food","","(671) 649-8896","","Med","Owner","High","TBD","osm"
"90","HOT","Royal Orchid Guam","hotel","Tumon","(671) 649-2000","https://www.royalorchidguam.com","High","Owner","Med","TBD","osm"
"90","HOT","HARUNA","restaurant","","(671) 646-4998","","Med","Owner","High","TBD","osm"
"90","HOT","McKraut's Bar & Restaurant","restaurant","","(671) 828-4248","","Med","Owner","High","TBD","osm"
"90","HOT","Charleys Philly Steaks","fast food","","(671) 649-7835","","Med","Owner","High","TBD","osm"
"90","HOT","Mosa's Joint","restaurant","","(671) 969-2469","","Med","Owner","High","TBD","osm"
"90","HOT","China Wok","fast food","","(671) 648-8800","","Med","Owner","High","TBD","osm"
"90","HOT","Sbarro","fast food","","(671) 649-7776","","Med","Owner","High","TBD","osm"
"90","HOT","Froots","fast food","","(671) 649-1194","","Med","Owner","High","TBD","osm"
"90","HOT","Sam's Steak & Seafood","restaurant","","(671) 479-7267","","Med","Owner","High","TBD","osm"
"90","HOT","Poki-Fry House","restaurant","","(671) 479-7654","","Med","Owner","High","TBD","osm"
"90","HOT","Paradise Fitness Center","fitness centre","","(671) 475-2100","","Med","Owner","High","TBD","osm"
"90","HOT","Aji-Ichi Japanese Restaurant","restaurant","","(671) 646-6444","","Med","Owner","High","TBD","osm"
"90","HOT","Acanta Mall;Triple Shot Coffee","department store","","(671) 989-7468","","Med","Owner","High","TBD","osm"
"90","HOT","Chung Suk Gol","restaurant","","(671) 647-1554","","Med","Owner","High","TBD","osm"
"90","HOT","Infusion","cafe","","(671) 989-6223","","Med","Owner","High","TBD","osm"
"90","HOT","Poki-Fry","restaurant","","(671) 989-8862","","Med","Owner","High","TBD","osm"
"90","HOT","Sagan Amot Pharmacy","pharmacy","","(671) 565-3043","","High","Owner","Med","TBD","osm"
"90","HOT","CO-OP Store","supermarket","","(671) 633-1698","","High","Owner","Med","TBD","osm"
"90","HOT","Lava Lounge","bar","Tumon","(671) 647-6585","","Med","Owner","High","TBD","osm"
"90","HOT","Number 1 Fish Mart","seafood","","(671) 632-4500","","Med","Owner","High","TBD","osm"
"90","HOT","Meskla Dos","restaurant","Tumon","(671) 647-6296","","Med","Owner","High","TBD","osm"
"90","HOT","Onward Beach Resort: Onward Wing","hotel","Tamuning","(671) 647-7777","http://onwardguam.com","High","Owner","Med","TBD","osm"
"90","HOT","Hotel Nikko Guam","hotel","Tamuning","(671) 649-8815","https://www.okura-nikko.com/guam/guam/hotel-nikko-guam/","High","Owner","Med","TBD","osm"
"90","HOT","Hilton Guam Resort & Spa","hotel","Tamuning","(671) 646-1835","https://www.hilton.com/en/hotels/gumhitw-hilton-guam-resort-and-spa/","High","Owner","Med","TBD","osm"
"90","HOT","American Medical Center","clinic","Tamuning","(671) 647-8262","https://www.amc.clinic/","High","Owner","Med","TBD","osm"
"90","HOT","Rihga Royal Laguna Guam Resort","hotel","Tamuning","(671) 646-2222","https://rihga-guam.com","High","Owner","Med","TBD","osm"
"90","HOT","Bayview Hotel","hotel","Tumon","(671) 646-2300","https://www.bayviewhotelguam.com/","High","Owner","Med","TBD","osm"
"83","HOT","Burger King","restaurant","","(671) 649-4955","","Med","Chain","High","TBD","guamphonebook.com+osm"
"83","HOT","Burger King - Tumon","restaurant","Tumon","(671) 649-7009","","Med","Chain","High","TBD","guamphonebook.com"
"83","HOT","McDonald's of Guam","restaurant","Tamuning","(671) 649-9094","","Med","Chain","High","TBD","https://www.eguamdirectory.com"
"83","HOT","Burger King","restaurant","Hagatna","(671) 649-4955","","Med","Chain","High","TBD","https://www.eguamdirectory.com"
"80","HOT","Capricciosa","restaurant","","(671) 646-9653","http://wdiinternational.com","Med","Owner","Med","TBD","guamphonebook.com+osm"
"80","HOT","My Secret Garden Flowers & Gift Shop","florist","Hagatna","(671) 477-7736","","Med","Owner","Med","TBD","guamphonebook.com"
"80","HOT","Tove's Flower Shop & Boutique","florist","Tamuning","(671) 646-4132","","Med","Owner","Med","TBD","guamphonebook.com"
"80","HOT","A & C Flower and Gift Shop","florist","","(671) 632-8993","","Med","Owner","Med","TBD","guamphonebook.com"
"80","HOT","A's Great Events","florist","","(671) 565-4438","","Med","Owner","Med","TBD","guamphonebook.com"
"80","HOT","Black Tie Events & Floral Designs","florist","","(671) 475-4843","","Med","Owner","Med","TBD","guamphonebook.com"
"80","HOT","Eden's Flower","florist","","(671) 477-7753","","Med","Owner","Med","TBD","guamphonebook.com"
"80","HOT","Flower House Aya","florist","","(671) 646-0368","","Med","Owner","Med","TBD","guamphonebook.com"
"80","HOT","Flowergirl","florist","","(671) 734-2441","","Med","Owner","Med","TBD","guamphonebook.com"
"80","HOT","Flowers By Tand","florist","","(671) 649-5462","","Med","Owner","Med","TBD","guamphonebook.com"
"80","HOT","Heaven Scent","florist","","(671) 472-3034","","Med","Owner","Med","TBD","guamphonebook.com"
"80","HOT","Hugs & Kisses","florist","","(671) 647-5477","","Med","Owner","Med","TBD","guamphonebook.com"
"80","HOT","Imagine This Imagine That","florist","","(671) 637-8036","","Med","Owner","Med","TBD","guamphonebook.com"
"80","HOT","Joy Flower One Stop Shop","florist","","(671) 649-8023","","Med","Owner","Med","TBD","guamphonebook.com"
"80","HOT","Keepsakes Guam Inc","florist","","(671) 646-2878","","Med","Owner","Med","TBD","guamphonebook.com"
"80","HOT","L & E Gift Center","florist","","(671) 649-7890","","Med","Owner","Med","TBD","guamphonebook.com"
"80","HOT","Nichol's Boutique","florist","","(671) 472-2840","","Med","Owner","Med","TBD","guamphonebook.com"
"80","HOT","Takagi & Associates Inc","insurance","Tumon","(671) 648-5350","takagiinsurance.com","High","Owner","Low","TBD","guamphonebook.com"
"80","HOT","AAA Fred's Locksmith Shop","locksmith","","(671) 646-6222","","Med","Owner","Med","TBD","https://www.eguamdirectory.com"
"80","HOT","Bread Box","bakery","Barrigada","(671) 989-2087","","Med","Owner","Med","TBD","https://www.eguamdirectory.com"
"80","HOT","Crown Bakery","bakery","Barrigada","(671) 734-4826","","Med","Owner","Med","TBD","https://www.eguamdirectory.com"
"80","HOT","Cup & Saucer","bakery","Hagatna","(671) 300-8213","","Med","Owner","Med","TBD","https://www.eguamdirectory.com"
"80","HOT","New Fresh Bread Bakeshop","bakery","","(671) 637-2115","","Med","Owner","Med","TBD","https://www.eguamdirectory.com"
"80","HOT","American Bakery","bakery","Dededo","(671) 633-8882","","Med","Owner","Med","TBD","https://www.eguamdirectory.com+Yelp (yelp.com)"
"80","HOT","Baker's World Inc","bakery","","(671) 649-0604","","Med","Owner","Med","TBD","https://www.eguamdirectory.com"
"80","HOT","Bera Bake Shop","bakery","","(671) 646-1048","","Med","Owner","Med","TBD","https://www.eguamdirectory.com"
"80","HOT","Blessed Bakery","bakery","Yigo","(671) 653-6374","","Med","Owner","Med","TBD","https://www.eguamdirectory.com"
"80","HOT","Celebrity Bakery","bakery","Mangilao","(671) 734-1333","","Med","Owner","Med","TBD","https://www.eguamdirectory.com"
"80","HOT","Island Fresh","grocer","Chalan Pago","(671) 475-1555","","Med","Owner","Med","TBD","https://www.eguamdirectory.com"
"80","HOT","Bestseller Bookstore","bookstore","Tamuning","(671) 647-7223","","Med","Owner","Med","TBD","https://www.eguamdirectory.com"
"80","HOT","American Music","music store","Tamuning","(671) 647-6896","","Med","Owner","Med","TBD","https://www.eguamdirectory.com"
"80","HOT","Builder's Choice","building materials","Dededo","(671) 633-8453","","Med","Owner","Med","TBD","https://www.eguamdirectory.com"
"80","HOT","Benson Guam Enterprises, Inc.","building materials/hardware","Maite","(671) 477-7562","","Med","Owner","Med","TBD","https://www.eguamdirectory.com"
"80","HOT","Central Signtech","signs","Harmon","(671) 633-6391","","Med","Owner","Med","TBD","https://www.eguamdirectory.com"
"80","HOT","Budget Car & Truck Rental","car rental","Tamuning","(671) 647-1438","","Med","Owner","Med","TBD","https://www.eguamdirectory.com"
"80","HOT","AAA Mini Storage","storage","Upper Tumon","(671) 633-2223","","Med","Owner","Med","TBD","https://www.eguamdirectory.com"
"80","HOT","Island Grip Services","equipment rental","Tamuning","(671) 649-9009","","Med","Owner","Med","TBD","https://www.eguamdirectory.com"
"80","HOT","Island Equipment Company","fire extinguishers","","(671) 477-5261","","Med","Owner","Med","TBD","https://www.eguamdirectory.com"
"80","HOT","Ben Lujan Towing, Inc.","towing/heavy equipment","Hagatna","(671) 477-8001","","Med","Owner","Med","TBD","https://www.eguamdirectory.com"
"80","HOT","Best Wash & Dry Speed Queen Sales & Service","laundry equipment","","(671) 734-9274","","Med","Owner","Med","TBD","https://www.eguamdirectory.com"
"80","HOT","20/20 Vision Center","optometrist","Tamuning","(671) 646-3001","","Med","Owner","Med","TBD","https://www.eguamdirectory.com"
"80","HOT","Island Joyce Body Massage","massage","Tumon","(671) 649-0155","","Med","Owner","Med","TBD","https://www.eguamdirectory.com"
"80","HOT","Chief Appraisals","appraiser","Maite","(671) 632-2754","","Med","Owner","Med","TBD","https://www.eguamdirectory.com"
"80","HOT","PR Services & Photo Decor","photographer","Hagatna","(671) 477-7414","","Med","Owner","Med","TBD","https://www.eguamdirectory.com"
"80","HOT","17 Min Photo","photographer","Dededo","(671) 637-3423","","Med","Owner","Med","TBD","https://www.eguamdirectory.com"
"80","HOT","Adztech Advertising","advertising/photography","Hagatna","(671) 477-1239","","Med","Owner","Med","TBD","https://www.eguamdirectory.com"
"80","HOT","Consaga Visual Arts","photographer","","(671) 647-2978","","Med","Owner","Med","TBD","https://www.eguamdirectory.com"
"80","HOT","Expression Studio","photographer","","(671) 647-3742","","Med","Owner","Med","TBD","https://www.eguamdirectory.com"
"80","HOT","J Bridal International Inc","bridal/photography","","(671) 647-4690","","Med","Owner","Med","TBD","https://www.eguamdirectory.com"
"80","HOT","Paradise Imaging","photographer","","(671) 637-5973","","Med","Owner","Med","TBD","https://www.eguamdirectory.com"
"80","HOT","Prodigy Studios","photographer","","(671) 929-6905","","Med","Owner","Med","TBD","https://www.eguamdirectory.com"
"80","HOT","Satok Co","photographer","","(671) 649-3322","","Med","Owner","Med","TBD","https://www.eguamdirectory.com"
"80","HOT","American Pacific Island Distributors","wholesaler","Tamuning","(671) 646-1768","","Med","Owner","Med","TBD","https://www.eguamdirectory.com"
"80","HOT","Americana Suppliers","welding supplies","Tamuning","(671) 646-5785","","Med","Owner","Med","TBD","https://www.eguamdirectory.com"
"80","HOT","American Watertek","water filtration","Tamuning","(671) 649-2301","","Med","Owner","Med","TBD","https://www.eguamdirectory.com"
"80","HOT","Island Manufacturing & Wholesale","manufacturer","","(671) 649-1236","","Med","Owner","Med","TBD","https://www.eguamdirectory.com"
"80","HOT","American Color","printer","","(671) 646-1874","","Med","Owner","Med","TBD","https://www.eguamdirectory.com"
"80","HOT","Act Pawnshop","pawn broker","","(671) 456-7188","","Med","Owner","Med","TBD","https://www.eguamdirectory.com"
"80","HOT","G4S Secure Solutions Guam Inc","security agency","Hagatna","(671) 646-2307","","Med","Owner","Med","TBD","https://www.eguamdirectory.com"
"80","HOT","Cabras Island Marine Services","marine surveyors","Santa Rita","(671) 565-8267","","Med","Owner","Med","TBD","https://www.eguamdirectory.com"
"80","HOT","RUNNIT","printing","Yigo","(671) 637-7648","","Med","Owner","Med","TBD","hafaguam.com (Guam business directory /guam-businesses). Note: guamfoody.com was inaccessible (HTTP 403 Forbidden on www and apex), so no records were mined from it."
"80","HOT","ALG Financial","financial advisor","Hagatna","(671) 727-0175","","Med","Owner","Med","TBD","hafaguam.com (Guam business directory /guam-businesses). Note: guamfoody.com was inaccessible (HTTP 403 Forbidden on www and apex), so no records were mined from it."
"80","HOT","BIG Sunset Dinner Cruise","dinner cruise","Tamuning","(671) 646-8000","","Med","Owner","Med","TBD","hafaguam.com (Guam business directory /guam-businesses). Note: guamfoody.com was inaccessible (HTTP 403 Forbidden on www and apex), so no records were mined from it."
"80","HOT","BLUSH Bridal & BLU","bridal shop","Hagatna","(671) 472-5123","","Med","Owner","Med","TBD","hafaguam.com (Guam business directory /guam-businesses). Note: guamfoody.com was inaccessible (HTTP 403 Forbidden on www and apex), so no records were mined from it."
"80","HOT","Charlene's Waxing & Skincare","waxing and skincare","Tamuning","(671) 788-1586","","Med","Owner","Med","TBD","hafaguam.com (Guam business directory /guam-businesses). Note: guamfoody.com was inaccessible (HTTP 403 Forbidden on www and apex), so no records were mined from it."
"80","HOT","Couture by Kristina","esthetician / skincare","Hagatna","(671) 689-8772","","Med","Owner","Med","TBD","hafaguam.com (Guam business directory /guam-businesses). Note: guamfoody.com was inaccessible (HTTP 403 Forbidden on www and apex), so no records were mined from it."
"80","HOT","Digital Labs Guam","technology services","","(671) 685-7676","","Med","Owner","Med","TBD","hafaguam.com (Guam business directory /guam-businesses). Note: guamfoody.com was inaccessible (HTTP 403 Forbidden on www and apex), so no records were mined from it."
"80","HOT","Douglas Perez","realtor","Hagatna","(671) 483-8164","","Med","Owner","Med","TBD","hafaguam.com (Guam business directory /guam-businesses). Note: guamfoody.com was inaccessible (HTTP 403 Forbidden on www and apex), so no records were mined from it."
"80","HOT","Elizabeth ""Liz"" C. Duenas","realtor","Hagatna","(671) 687-0911","","Med","Owner","Med","TBD","hafaguam.com (Guam business directory /guam-businesses). Note: guamfoody.com was inaccessible (HTTP 403 Forbidden on www and apex), so no records were mined from it."
"80","HOT","First Shots LLC","other","Chalan Pago-Ordot","(671) 898-8914","","Med","Owner","Med","TBD","hafaguam.com (Guam business directory /guam-businesses). Note: guamfoody.com was inaccessible (HTTP 403 Forbidden on www and apex), so no records were mined from it."
"80","HOT","Framemaster Custom Framing And Matting","custom framing","Tamuning","(671) 649-2412","","Med","Owner","Med","TBD","hafaguam.com (Guam business directory /guam-businesses). Note: guamfoody.com was inaccessible (HTTP 403 Forbidden on www and apex), so no records were mined from it."
"80","HOT","Grind Basketball Guam","basketball training","Tamuning","(671) 686-2023","","Med","Owner","Med","TBD","hafaguam.com (Guam business directory /guam-businesses). Note: guamfoody.com was inaccessible (HTTP 403 Forbidden on www and apex), so no records were mined from it."
"80","HOT","Guam Ink Hustle Tattoo & Body Piercing Studio","tattoo shop","Tamuning","(671) 649-8287","","Med","Owner","Med","TBD","hafaguam.com (Guam business directory /guam-businesses). Note: guamfoody.com was inaccessible (HTTP 403 Forbidden on www and apex), so no records were mined from it."
"80","HOT","Guam Memorial Park","memorial park","Barrigada","(671) 734-9835","","Med","Owner","Med","TBD","hafaguam.com (Guam business directory /guam-businesses). Note: guamfoody.com was inaccessible (HTTP 403 Forbidden on www and apex), so no records were mined from it."
"80","HOT","Guam Serenity Massage","massage","Hagatna","(671) 777-6855","","Med","Owner","Med","TBD","hafaguam.com (Guam business directory /guam-businesses). Note: guamfoody.com was inaccessible (HTTP 403 Forbidden on www and apex), so no records were mined from it."
"80","HOT","Heritage Boat Charters","boat charters","Hagatna","(671) 727-7873","","Med","Owner","Med","TBD","hafaguam.com (Guam business directory /guam-businesses). Note: guamfoody.com was inaccessible (HTTP 403 Forbidden on www and apex), so no records were mined from it."
"80","HOT","Hot Box Smoke Shop","smoke shop","Tamuning","(671) 649-3889","","Med","Owner","Med","TBD","hafaguam.com (Guam business directory /guam-businesses). Note: guamfoody.com was inaccessible (HTTP 403 Forbidden on www and apex), so no records were mined from it."
"80","HOT","Island Clothing","apparel retail","Dededo","(671) 683-5142","","Med","Owner","Med","TBD","hafaguam.com (Guam business directory /guam-businesses). Note: guamfoody.com was inaccessible (HTTP 403 Forbidden on www and apex), so no records were mined from it."
"80","HOT","Island Color & Copy","printing / copy shop","Tamuning","(671) 648-2679","","Med","Owner","Med","TBD","hafaguam.com (Guam business directory /guam-businesses). Note: guamfoody.com was inaccessible (HTTP 403 Forbidden on www and apex), so no records were mined from it."
"80","HOT","JTM Benchrest & Sportsland Shooting Range","shooting range","Dededo","(671) 653-4867","","Med","Owner","Med","TBD","hafaguam.com (Guam business directory /guam-businesses). Note: guamfoody.com was inaccessible (HTTP 403 Forbidden on www and apex), so no records were mined from it."
